province,year,pre,tmp
Batangas,2029,164.12695,26.5608015580611
Batangas,2030,241.96265,27.171732723351706
Batangas,2031,262.36252,26.879750014796425
Batangas,2032,251.153,26.967884780421425
Batangas,2033,225.40547,26.68673141941882
Batangas,2034,242.0467,27.027074547969956
Benguet,2025,296.35803,22.561265563964866
Benguet,2026,267.1723,22.839297866821312
Benguet,2027,280.63693,22.625552113850933
Benguet,2028,289.5592,22.971167500813824
Benguet,2029,214.62842,22.38429158528648
Benguet,2030,279.74002,22.947157160441105
Benguet,2031,287.30255,22.866143798828148
Benguet,2032,271.69135,22.77060407002769
Benguet,2033,245.70168,22.60435320536298
Benguet,2034,242.78658,22.883327738444034
Biliran,2025,201.77179,26.747744920518684
Biliran,2026,195.47192,27.09573601616756
Biliran,2027,169.29524,26.882886928982227
Biliran,2028,265.5922,27.11374901665584
Biliran,2029,203.1145,26.611583116319466
Biliran,2030,247.79887,27.05479498969186
Biliran,2031,269.4775,26.892748345269123
Biliran,2032,260.28165,26.89585350884334
Biliran,2033,314.0383,26.80894198947485
Biliran,2034,257.5513,26.978527323404972
Bohol,2025,140.81744,27.307497999403235
Bohol,2026,127.084694,27.931367153591605
Bohol,2027,128.34555,27.436109754774325
Bohol,2028,174.31775,27.928603447808182
Bohol,2029,134.22467,27.176655748155408
Bohol,2030,184.48921,27.613846333821638
Bohol,2031,172.7619,27.543806457519555
Bohol,2032,178.83186,27.58307851155601
Bohol,2033,188.85432,27.560532463921465
Bohol,2034,173.31061,27.665917629665824
Bukidnon,2025,178.0353,24.319829740978445
Bukidnon,2026,167.25104,25.341019839332237
Bukidnon,2027,193.20338,24.207825506301177
Bukidnon,2028,204.52498,24.724628339495
Bukidnon,2029,174.43628,24.305018906366282
Bukidnon,2030,211.21294,24.72182726178853
Bukidnon,2031,169.41861,24.62760169619608
Bukidnon,2032,227.5072,24.567349642799034
Bukidnon,2033,202.29785,24.38250449044366
Bukidnon,2034,194.70308,24.68131445021859
Bulacan,2025,213.32524,27.251928795708576
Bulacan,2026,220.49123,27.54453557332359
Bulacan,2027,202.38612,27.36091300116647
Bulacan,2028,258.11353,27.63705936008032
Bulacan,2029,163.20517,27.08741658528648
Bulacan,2030,234.06831,27.640333218044727
Bulacan,2031,227.87535,27.433399878607876
Bulacan,2032,224.08669,27.424992709689693
Bulacan,2033,215.76935,27.205439927842903
Bulacan,2034,229.77002,27.51721343994143
Cagayan,2025,170.23463,26.34974489760127
Cagayan,2026,180.70819,26.60073049260284
Cagayan,2027,164.22565,26.35564952280332
Cagayan,2028,222.54521,26.541124751650077
Cagayan,2029,141.0991,25.913126838070244
Cagayan,2030,189.23076,26.635879902456022
Cagayan,2031,219.08936,26.664258268509812
Cagayan,2032,213.55247,26.514318742423246
Cagayan,2033,168.48871,26.204299435670368
Cagayan,2034,171.70702,26.56460522180318
Camarines Norte,2025,204.04814,27.306096104213193
Camarines Norte,2026,245.48523,27.608010864257835
Camarines Norte,2027,219.40479,27.424627104259695
Camarines Norte,2028,328.7836,27.64757254464288
Camarines Norte,2029,228.51411,27.081094360351585
Camarines Norte,2030,300.91733,27.62608380998886
Camarines Norte,2031,310.20587,27.494060044061595
Camarines Norte,2032,334.7633,27.497051493326847
Camarines Norte,2033,322.82278,27.23960920061386
Camarines Norte,2034,288.60205,27.515429251534623
Camarines Sur,2025,177.08934,27.043268570245502
Camarines Sur,2026,207.32759,27.365663595760594
Camarines Sur,2027,186.66829,27.152439670936758
Camarines Sur,2028,264.5646,27.39665928260955
Camarines Sur,2029,197.45345,26.787922159830753
Camarines Sur,2030,250.95488,27.367089993345996
Camarines Sur,2031,267.4166,27.204714038325317
Camarines Sur,2032,287.30002,27.222721054974745
Camarines Sur,2033,276.39767,26.99208730061851
Camarines Sur,2034,254.71947,27.25346347584446
Camiguin,2025,183.88588,27.113750712076847
Camiguin,2026,157.7617,27.937342580159527
Camiguin,2027,174.59644,27.113353983561222
Camiguin,2028,213.08492,27.72263361612958
Camiguin,2029,182.63115,26.931033070882183
Camiguin,2030,229.1024,27.396081542968773
Camiguin,2031,204.81856,27.414919789632183
Camiguin,2032,223.7046,27.330592091878277
Camiguin,2033,225.78625,27.35389099121096
Camiguin,2034,215.71346,27.457510884602886
Capiz,2025,154.97697,27.68276176452639
Capiz,2026,170.84247,28.061454391479515
Capiz,2027,141.35374,27.80429865519208
Capiz,2028,225.85655,28.044215774536156
Capiz,2029,157.64375,27.561401621500675
Capiz,2030,211.11554,27.99143244425458
Capiz,2031,210.98218,27.782877222696964
Capiz,2032,222.30766,27.842823918660503
Capiz,2033,227.07129,27.619461949666363
Capiz,2034,207.62895,27.89645411173505
Catanduanes,2025,184.5893,26.791684299045162
Catanduanes,2026,201.41095,27.078169759114605
Catanduanes,2027,185.56433,26.89848607381187
Catanduanes,2028,263.18668,27.132471126980274
Catanduanes,2029,194.64128,26.58392528957793
Catanduanes,2030,245.02428,27.102730475531704
Catanduanes,2031,267.93765,26.9806716071235
Catanduanes,2032,270.60562,27.005332777235267
Catanduanes,2033,284.98184,26.81576860215931
Catanduanes,2034,243.60834,27.00985192192928
Cavite,2025,201.41093,27.54015439351402
Cavite,2026,202.88036,27.85235176086428
Cavite,2027,181.74312,27.638887023925804
Cavite,2028,236.60283,27.926133092244488
Cavite,2029,149.5041,27.34760945638023
Cavite,2030,218.77559,27.92277806599937
Cavite,2031,215.54143,27.646850204467796
Cavite,2032,211.89247,27.702841059366886
Cavite,2033,198.50012,27.452444966634136
Cavite,2034,221.6908,27.78353144327802
Cebu,2025,127.142944,27.311850599809148
Cebu,2026,124.06591,27.81101899580524
Cebu,2027,115.65762,27.472368899258722
Cebu,2028,168.62164,27.80690490260271
Cebu,2029,122.68323,27.227536773681663
Cebu,2030,169.30426,27.664065644235347
Cebu,2031,160.99171,27.488999245383543
Cebu,2032,171.38702,27.55923510464757
Cebu,2033,180.32414,27.441137972745054
Cebu,2034,160.33418,27.633806771943085
Davao Occidental,2025,157.37257,25.79056599934898
Davao Occidental,2026,136.15909,26.51812362670901
Davao Occidental,2027,156.9992,25.775178019205754
Davao Occidental,2028,167.59601,26.25156962076825
Davao Occidental,2029,152.19911,26.09176406860354
Davao Occidental,2030,161.84694,26.197967020670593
Davao Occidental,2031,142.99242,26.110227966308617
Davao Occidental,2032,166.63554,26.00366643269859
Davao Occidental,2033,160.15767,26.01062469482424
Davao Occidental,2034,159.49171,26.096583557128927
Davao Oriental,2025,177.91357,26.124358658563548
Davao Oriental,2026,155.2453,26.796868533179893
Davao Oriental,2027,184.36137,25.97447956630164
Davao Oriental,2028,195.93901,26.482635025751048
Davao Oriental,2029,181.61967,26.201548512776714
Davao Oriental,2030,185.90791,26.449241165887766
Davao Oriental,2031,169.75931,26.34709865025114
Davao Oriental,2032,200.04414,26.26458947317943
Davao Oriental,2033,181.82832,26.263814907982262
Davao Oriental,2034,192.3529,26.296078345889157
Davao de Oro,2025,170.70381,26.486401221865723
Davao de Oro,2026,148.42924,27.353667558942547
Davao de Oro,2027,181.43303,26.305693199521045
Davao de Oro,2028,188.7295,26.8447945731027
Davao de Oro,2029,173.16557,26.539902532668364
Davao de Oro,2030,184.66985,26.87284095400858
Davao de Oro,2031,158.03793,26.786734154110885
Davao de Oro,2032,200.31697,26.669718133835588
Davao de Oro,2033,179.82478,26.548960077194963
Davao de Oro,2034,186.78902,26.717610023135254
Davao del Norte,2025,170.36812,26.9534949620565
Davao del Norte,2026,152.29967,27.948780949910503
Davao del Norte,2027,185.27303,26.78914858500165
Davao del Norte,2028,191.2968,27.34377759297691
Davao del Norte,2029,169.22469,27.036751365661644
Davao del Norte,2030,190.3015,27.387026087443058
Davao del Norte,2031,154.77112,27.321906661987327
Davao del Norte,2032,205.20044,27.184944089253765
Davao del Norte,2033,182.41058,27.018289502461773
Davao del Norte,2034,187.02167,27.264102236429874
Davao del Sur,2025,134.5861,25.289456515842037
Davao del Sur,2026,128.03374,26.2003850301107
Davao del Sur,2027,141.50114,25.231116231282574
Davao del Sur,2028,151.93774,25.710733032226585
Davao del Sur,2029,129.63362,25.50993330213761
Davao del Sur,2030,147.72238,25.73978661431209
Davao del Sur,2031,123.54462,25.62516343858509
Davao del Sur,2032,161.52382,25.56504041883683
Davao del Sur,2033,142.47285,25.45591295030384
Davao del Sur,2034,145.97462,25.630389573838997
Dinagat Islands,2025,199.77141,27.35798543294273
Dinagat Islands,2026,173.9453,27.960525767008487
Dinagat Islands,2027,185.49171,27.39748196072051
Dinagat Islands,2028,241.41216,27.86325395372181
Dinagat Islands,2029,203.10863,27.119966125488304
Dinagat Islands,2030,257.13364,27.632229529486782
Dinagat Islands,2031,250.64299,27.57923278808596
Dinagat Islands,2032,239.08162,27.554553392198372
Dinagat Islands,2033,250.5138,27.628770446777366
Dinagat Islands,2034,240.91943,27.58241170247398
Eastern Samar,2025,187.31325,27.22268784466914
Eastern Samar,2026,182.31499,27.570067192526448
Eastern Samar,2027,165.0249,27.32699662750845
Eastern Samar,2028,245.83037,27.58513704187732
Eastern Samar,2029,194.90938,27.08566616282746
Eastern Samar,2030,234.91118,27.516900634765648
Eastern Samar,2031,250.87299,27.384161436791533
Eastern Samar,2032,237.5376,27.410137281230874
Eastern Samar,2033,280.73157,27.38210658653112
Eastern Samar,2034,233.432,27.446667271034414
Guimaras,2025,138.31621,27.887593417697506
Guimaras,2026,144.12967,28.334231736924934
Guimaras,2027,132.50063,28.03947940402563
Guimaras,2028,184.66321,28.255170864529102
Guimaras,2029,131.21147,27.849109903971378
Guimaras,2030,192.31415,28.23176472981773
Guimaras,2031,156.13422,27.98946278889976
Guimaras,2032,194.72484,28.068464321560352
Guimaras,2033,176.0576,27.88443484836157
Guimaras,2034,168.23772,28.147810024685352
Ifugao,2025,267.15408,21.975596364339214
Ifugao,2026,255.40541,22.239061609903995
Ifugao,2027,253.60246,22.034104283650738
Ifugao,2028,301.74466,22.350388463338238
Ifugao,2029,205.45197,21.746380742390972
Ifugao,2030,274.00198,22.340397771199566
Ifugao,2031,287.7797,22.291058476765972
Ifugao,2032,271.6853,22.17205390930178
Ifugao,2033,253.40674,21.990555699666363
Ifugao,2034,233.13104,22.28729400634768
Ilocos Norte,2025,173.37628,25.271422322591167
Ilocos Norte,2026,166.19307,25.528847539992583
Ilocos Norte,2027,153.39781,25.271235220772905
Ilocos Norte,2028,186.87244,25.45283588227774
Ilocos Norte,2029,137.86934,24.88008197602774
Ilocos Norte,2030,173.6215,25.497851853143626
Ilocos Norte,2031,188.21068,25.476311529250395
Ilocos Norte,2032,196.90654,25.378608776274206
Ilocos Norte,2033,153.84352,25.136710103352886
Ilocos Norte,2034,149.7283,25.493490019298758
Ilocos Sur,2025,249.1422,26.62774238586428
Ilocos Sur,2026,226.7038,26.917729949951195
Ilocos Sur,2027,211.95723,26.657573954264347
Ilocos Sur,2028,252.20131,26.937687492370628
Ilocos Sur,2029,188.84076,26.333490308125835
Ilocos Sur,2030,242.553,26.93435153961184
Ilocos Sur,2031,264.56747,26.869360860188824
Ilocos Sur,2032,256.32843,26.780882136027042
Ilocos Sur,2033,224.92033,26.593204116821312
Ilocos Sur,2034,206.59589,26.91458123524986
Iloilo,2025,141.5655,27.324706013997417
Iloilo,2026,151.23961,27.725378714667446
Iloilo,2027,130.97586,27.45799747043188
Iloilo,2028,197.30254,27.690209960937523
Iloilo,2029,138.82085,27.234242163764126
Iloilo,2030,193.24388,27.646526167127845
Iloilo,2031,175.90892,27.42714356316463
Iloilo,2032,199.46582,27.49252281188967
Iloilo,2033,196.42574,27.28349075317385
Iloilo,2034,180.07808,27.55327440897626
Isabela,2025,203.1618,25.60036315917971
Isabela,2026,222.38599,25.85260187784833
Isabela,2027,200.5873,25.643797429402692
Isabela,2028,293.39847,25.926885859171573
Isabela,2029,174.58891,25.294296518961612
Isabela,2030,249.93144,25.946391423543318
Isabela,2031,263.5809,25.935899480183945
Isabela,2032,252.05272,25.810096867879253
Isabela,2033,241.22772,25.559527715047224
Isabela,2034,217.12871,25.888562266031926
Kalinga,2025,212.85939,23.240597873263912
Kalinga,2026,214.53108,23.51480636596682
Kalinga,2027,193.8126,23.286061859130882
Kalinga,2028,249.90703,23.556167432996986
Kalinga,2029,166.10371,22.92396146986222
Kalinga,2030,218.59673,23.558213382297115
Kalinga,2031,255.23409,23.525056457519554
Kalinga,2032,232.29482,23.394555664062523
Kalinga,2033,210.1656,23.207946607801674
Kalinga,2034,187.55444,23.532027180989605
La Union,2025,271.14957,26.686560991075325
La Union,2026,247.50233,26.97231106228301
La Union,2027,251.84105,26.733223639594204
La Union,2028,271.22665,27.066945648193382
La Union,2029,197.91675,26.48718711005319
La Union,2030,261.62338,27.056281873914955
La Union,2031,266.99185,26.974922434488956
La Union,2032,257.20786,26.890832943386524
La Union,2033,228.97357,26.70986200968427
La Union,2034,230.32747,26.99611562093101
Laguna,2025,204.04121,27.092636108398462
Laguna,2026,239.75092,27.407884724934917
Laguna,2027,192.24255,27.20415954589846
Laguna,2028,310.56378,27.462090047200544
Laguna,2029,192.08484,26.882063293457055
Laguna,2030,283.58713,27.451813761393254
Laguna,2031,290.36655,27.211675008138045
Laguna,2032,296.02982,27.235071818033877
Laguna,2033,271.47604,26.99682210286461
Laguna,2034,274.35977,27.324080912272155
Lanao del Norte,2025,149.61226,26.698296610514348
Lanao del Norte,2026,158.65485,27.502849324544297
Lanao del Norte,2027,155.1088,26.71645355224612
Lanao del Norte,2028,182.36363,27.07102457682294
Lanao del Norte,2029,141.3942,26.7449651082357
Lanao del Norte,2030,183.63554,27.04986267089846
Lanao del Norte,2031,153.43695,26.909465535481797
Lanao del Norte,2032,198.58937,26.943646240234397
Lanao del Norte,2033,179.56343,26.79771219889325
Lanao del Norte,2034,173.76042,27.040620930989604
Lanao del Sur,2025,161.45459,23.94811528523765
Lanao del Sur,2026,163.13496,24.907351430257183
Lanao del Sur,2027,172.6363,23.919593217637825
Lanao del Sur,2028,191.10944,24.318565199110267
Lanao del Sur,2029,152.41179,23.99680820041235
Lanao del Sur,2030,193.50763,24.355069308810787
Lanao del Sur,2031,157.29085,24.17411575317385
Lanao del Sur,2032,209.0251,24.23831922743058
Lanao del Sur,2033,187.76903,24.033415306939045
Lanao del Sur,2034,179.17815,24.32860972086591
Leyte,2025,177.90125,26.749144191367975
Leyte,2026,163.5848,27.208445111443037
Leyte,2027,154.65515,26.89904818067366
Leyte,2028,228.83,27.232554446949703
Leyte,2029,177.1665,26.615033198337954
Leyte,2030,224.85402,27.07651597565298
Leyte,2031,230.52647,26.926822318282802
Leyte,2032,220.13708,26.974292859844155
Leyte,2033,259.54364,26.921840922037784
Leyte,2034,221.79279,27.039754560881992
Maguindanao del Norte,2025,134.73482,26.719990878635006
Maguindanao del Norte,2026,138.45192,27.607151285807316
Maguindanao del Norte,2027,139.81259,26.724311659071205
Maguindanao del Norte,2028,154.44608,27.05945782131621
Maguindanao del Norte,2029,126.73981,26.82444025675458
Maguindanao del Norte,2030,158.58997,27.12044550577802
Maguindanao del Norte,2031,130.8815,26.919072299533443
Maguindanao del Norte,2032,166.82268,27.01898812188045
Maguindanao del Norte,2033,153.64723,26.823230573866127
Maguindanao del Norte,2034,149.7878,27.067102474636524
Maguindanao del Sur,2025,130.42473,27.664637756347677
Maguindanao del Sur,2026,129.72023,28.55029449462893
Maguindanao del Sur,2027,133.27747,27.656655375162785
Maguindanao del Sur,2028,144.14775,28.041563924153667
Maguindanao del Sur,2029,124.61918,27.825599161783874
Maguindanao del Sur,2030,148.16278,28.08458251953127
Maguindanao del Sur,2031,124.60971,27.90950622558596
Maguindanao del Sur,2032,157.41367,27.95654398600263
Maguindanao del Sur,2033,141.8857,27.805454508463566
Maguindanao del Sur,2034,143.0295,28.006124369303407
Marinduque,2025,175.06401,26.5512874058315
Marinduque,2026,217.09106,26.894168018159434
Marinduque,2027,177.88829,26.650762358165945
Marinduque,2028,275.73154,26.925833638509136
Marinduque,2029,185.04948,26.270458475748722
Marinduque,2030,263.96753,26.87815137590683
Marinduque,2031,282.45523,26.638025628952775
Marinduque,2032,296.4329,26.693775431315128
Marinduque,2033,268.32028,26.431297738211516
Marinduque,2034,267.32077,26.745678928920224
Masbate,2025,165.56151,27.48105106353762
Masbate,2026,180.02629,27.8132017347548
Masbate,2027,150.79836,27.588413386874752
Masbate,2028,237.45769,27.828095054626488
Masbate,2029,172.24084,27.288105053371876
Masbate,2030,215.12804,27.77638195885555
Masbate,2031,242.8399,27.585859341091602
Masbate,2032,242.54356,27.62785608503556
Masbate,2033,260.00293,27.433684285481792
Masbate,2034,233.3003,27.675528992546955
Misamis Occidental,2025,162.20741,27.34795447455514
Misamis Occidental,2026,162.64873,28.080553521050373
Misamis Occidental,2027,156.39134,27.39453998141821
Misamis Occidental,2028,198.00201,27.79547059800892
Misamis Occidental,2029,156.82753,27.3472970750597
Misamis Occidental,2030,200.63165,27.66810209486222
Misamis Occidental,2031,174.89665,27.581936560736782
Misamis Occidental,2032,216.32826,27.557115173339866
Misamis Occidental,2033,202.81187,27.470552062988304
Misamis Occidental,2034,196.33037,27.703749169243732
Misamis Oriental,2025,161.02496,26.37979299757218
Misamis Oriental,2026,142.79008,27.30743200514054
Misamis Oriental,2027,162.71045,26.328710386488197
Misamis Oriental,2028,186.49968,26.930505794949024
Misamis Oriental,2029,161.55614,26.231909688313824
Misamis Oriental,2030,198.56395,26.69940550062394
Misamis Oriental,2031,169.41173,26.698417282104515
Misamis Oriental,2032,203.16216,26.58328420850968
Misamis Oriental,2033,191.53064,26.54617059495716
Misamis Oriental,2034,183.2481,26.756740612453907
Mountain Province,2025,260.1921,20.815900844997852
Mountain Province,2026,247.14148,21.088695780436222
Mountain Province,2027,239.14803,20.87169375949438
Mountain Province,2028,280.32297,21.1740178426107
Mountain Province,2029,197.76874,20.558653767903667
Mountain Province,2030,256.39798,21.16095377604169
Mountain Province,2031,282.2404,21.109648640950542
Mountain Province,2032,261.40085,20.993172370062958
Mountain Province,2033,237.59633,20.819019571940128
Mountain Province,2034,217.67159,21.12276272243926
Negros Occidental,2025,137.15317,26.982327044451697
Negros Occidental,2026,140.95045,27.446012256763623
Negros Occidental,2027,128.23648,27.132632333261018
Negros Occidental,2028,181.76544,27.371632300482876
Negros Occidental,2029,130.29495,26.949570945457197
Negros Occidental,2030,186.98114,27.331423272026935
Negros Occidental,2031,161.80775,27.112293356436293
Negros Occidental,2032,191.98311,27.18344946967233
Negros Occidental,2033,182.48814,27.012283862078657
Negros Occidental,2034,170.07478,27.2641188727485
Negros Oriental,2025,138.11913,26.55804432460242
Negros Oriental,2026,135.18169,27.067295873732817
Negros Oriental,2027,124.642365,26.69938358125235
Negros Oriental,2028,169.50285,26.961627306256997
Negros Oriental,2029,126.64709,26.556919715518063
Negros Oriental,2030,178.17403,26.908475131080284
Negros Oriental,2031,162.09358,26.72470154535205
Negros Oriental,2032,185.58014,26.786101640973797
Negros Oriental,2033,177.97607,26.641807083856516
Negros Oriental,2034,169.41304,26.880564807710215
North Cotabato,2025,147.77945,26.971346282959008
North Cotabato,2026,144.2788,27.946282958984398
North Cotabato,2027,157.83511,26.902302296956403
North Cotabato,2028,168.44878,27.334228769938175
North Cotabato,2029,140.6435,27.08255488077802
North Cotabato,2030,170.34138,27.408945973714214
North Cotabato,2031,138.24132,27.24227167765302
North Cotabato,2032,183.57007,27.261094156901066
North Cotabato,2033,163.84172,27.05888697306317
North Cotabato,2034,161.63264,27.322615051269555
Northern Samar,2025,192.9055,27.504412880922
Northern Samar,2026,194.64305,27.81258212358526
Northern Samar,2027,166.87224,27.61237702981022
Northern Samar,2028,253.20656,27.841160074869816
Northern Samar,2029,198.5897,27.339103855230892
Northern Samar,2030,237.23524,27.800864938589267
Northern Samar,2031,272.01572,27.651484328049904
Northern Samar,2032,256.0403,27.6687934679863
Northern Samar,2033,306.5707,27.5726501856095
Northern Samar,2034,250.8525,27.716023723895756
Nueva Ecija,2025,243.74403,25.962404999909598
Nueva Ecija,2026,242.3672,26.234179857042122
Nueva Ecija,2027,236.12422,26.062592230902798
Nueva Ecija,2028,282.9941,26.35750449851709
Nueva Ecija,2029,186.34737,25.81565048782916
Nueva Ecija,2030,251.85858,26.36153310139976
Nueva Ecija,2031,251.06053,26.25757468894678
Nueva Ecija,2032,243.37517,26.174246159306303
Nueva Ecija,2033,233.08247,25.983564419216602
Nueva Ecija,2034,231.38887,26.267316860622852
Nueva Vizcaya,2025,279.30563,22.098015848795598
Nueva Vizcaya,2026,265.2404,22.3591003417969
Nueva Vizcaya,2027,269.28268,22.162354024251325
Nueva Vizcaya,2028,313.11914,22.487968953450544
Nueva Vizcaya,2029,213.41508,21.895924886067732
Nueva Vizcaya,2030,286.69485,22.47707214355471
Nueva Vizcaya,2031,292.16284,22.420664469401064
Nueva Vizcaya,2032,278.98816,22.306484985351585
Nueva Vizcaya,2033,261.87228,22.124353027343773
Nueva Vizcaya,2034,245.01656,22.41360982259117
Occidental Mindoro,2025,192.23698,26.373165526213494
Occidental Mindoro,2026,196.07072,26.73561700891568
Occidental Mindoro,2027,161.01198,26.47243737114803
Occidental Mindoro,2028,238.26245,26.766939770733888
Occidental Mindoro,2029,159.10448,26.154676479763477
Occidental Mindoro,2030,222.69432,26.725662203188318
Occidental Mindoro,2031,251.61841,26.439637332492428
Occidental Mindoro,2032,233.85573,26.567410193549282
Occidental Mindoro,2033,206.32623,26.26423938892508
Occidental Mindoro,2034,222.12404,26.59863970721212
Oriental Mindoro,2025,171.72276,26.30299969297469
Oriental Mindoro,2026,185.40123,26.658476072369222
Oriental Mindoro,2027,152.69713,26.40245416814633
Oriental Mindoro,2028,226.40674,26.689509674997066
Oriental Mindoro,2029,153.90662,26.065674891616382
Oriental Mindoro,2030,213.901,26.63808755585644
Oriental Mindoro,2031,235.57567,26.378881188594956
Oriental Mindoro,2032,234.60815,26.472911164254878
Oriental Mindoro,2033,203.2672,26.18722293738165
Oriental Mindoro,2034,213.85893,26.51239420572919
Palawan,2025,143.40617,27.00260582131169
Palawan,2026,160.27429,27.40952212176742
Palawan,2027,134.57697,27.12053189177047
Palawan,2028,189.06018,27.34616518302302
Palawan,2029,139.45044,26.899386390653806
Palawan,2030,181.61339,27.291193109826164
Palawan,2031,180.82198,27.063024091116954
Palawan,2032,182.12518,27.169203147405273
Palawan,2033,176.63692,26.963117813561
Palawan,2034,187.81055,27.22867527571405
Pampanga,2025,221.5688,27.361704338921466
Pampanga,2026,214.61125,27.654001702202716
Pampanga,2027,216.51872,27.461479017469642
Pampanga,2028,234.19847,27.75364752875436
Pampanga,2029,152.93155,27.205014377170162
Pampanga,2030,212.58836,27.761627875434048
Pampanga,2031,202.61127,27.547983635796466
Pampanga,2032,198.14519,27.542843967013912
Pampanga,2033,192.38689,27.327817959255665
Pampanga,2034,212.91911,27.63458404541018
Pangasinan,2025,256.52228,27.58918123598454
Pangasinan,2026,241.21516,27.876824951171898
